ticker;name;country;industry;sector;dividend_rate;dividend_yield;EV/revenue;EV/ebitda;negative_EV/revenue;negative_EV/ebitda;ebitda;ebitda_mean;ebitda_std;negative_ebitda;ebit;ebit_mean;ebit_std;negative_ebit;net_income;net_income_mean;net_income_std;negative_net_income;operating_income;operating_income_mean;operating_income_std;negative_operating_income;gross_profit;gross_profit_mean;gross_profit_std;total_revenue;total_revenue_mean;total_revenue_std;gross_margin;gross_margin_mean;gross_margin_std;ebitda_margin;ebitda_margin_mean;ebitda_margin_std;ebit_margin;ebit_margin_mean;ebit_margin_std;net_margin;net_margin_mean;net_margin_std;roa;roa_mean;roa_std;roe;roe_mean;roe_std;assets_net_worth;assets_net_worth_mean;assets_net_worth_std;participation_of_third_party_capital;participation_of_third_party_capital_mean;participation_of_third_party_capital_std;debit_composition;debit_composition_mean;debit_composition_std;net_debt;net_debt_ebitda;net_debt_ebitda_mean;net_debt_ebitda_std;general_liquidity;general_liquidity_mean;general_liquidity_std;current_liquidity;current_liquidity_mean;current_liquidity_std;dry_liquidity;dry_liquidity_mean;dry_liquidity_std
['SMTO3'];['São Martinho S.A.'];Brazil;Specialty Chemicals;Basic Materials;0.9;4.49;1.898;3.576;0;0.0;3596844000.0;0.2216;0.2166;0.0;2446830000.0;0.2587;0.3453;0.0;1476279000.0;0.2455;0.4001;0;1249272000.0;0.1148;0.4477;0.0;1675447000.0;0.0738;0.3419;6891738000.0;0.1758;0.1185;0.2431;-0.1035;0.1966;0.5219;0.0408;0.1619;0.355;0.0707;0.2713;0.2142;0.0638;0.3429;0.0725;0.0392;0.2986;0.1119;0.026;0.2714;1.5436;-0.0053;0.0368;0.4954;-0.0067;0.0943;0.1677;0.0817;0.3995;6969161000.0;1.9376;-0.0049;0.1521;3.1161;0.0074;0.063;5.6814;0.2053;0.5974;4.0123;0.3125;0.73
['CSNA3'];['Companhia Siderúrgica Nacional'];Brazil;Steel;Basic Materials;1.27;13.49;1.127;6.41;0;0.0;8584332000.0;0.2234;0.8363;0.0;5205191000.0;0.3261;1.1305;0.0;-318206000.0;0.0509;1.5473;1;6637166000.0;0.2164;0.8617;0.0;11962761000.0;0.1732;0.6094;45437950000.0;0.1813;0.2944;0.2633;-0.0684;0.2539;0.1889;-0.0675;0.4236;0.1146;-0.0318;0.6214;-0.007;-0.3452;0.9805;-0.0035;-0.1699;1.2331;-0.0069;-0.3869;0.9195;1.9925;-0.0336;0.1663;0.9694;-0.0241;0.3353;0.1636;0.1789;0.2633;29546618000.0;3.4419;0.8528;1.6454;2.0554;0.0675;0.2269;4.5402;-0.0819;0.168;3.2283;-0.1244;0.0917
['SLCE3'];['SLC Agrícola S.A.'];Brazil;Farm Products;Consumer Defensive;1.38;6.88;2.255;8.651;0;0.0;1960314000.0;-0.0044;0.2553;0.0;1385010000.0;-0.0661;0.2607;0.0;509410000.0;-0.1771;0.2679;0;1434950000.0;-0.0603;0.2642;0.0;2307726000.0;0.0369;0.2525;7803627000.0;0.1063;0.285;0.2957;-0.0573;0.0648;0.2512;-0.0998;0.0045;0.1775;-0.1602;0.0243;0.0653;-0.2682;0.0525;0.029;-0.2636;0.2183;0.0572;-0.253;0.2033;1.9727;0.0208;0.032;0.6284;0.1905;0.0551;0.301;0.0788;0.2524;6685876000.0;3.4106;0.1365;0.3144;3.1392;-0.142;0.0139;4.979;-0.1252;0.11;1.6773;0.2513;0.2713
['SUZB3'];['Suzano S.A.'];Brazil;Paper & Paper Products;Basic Materials;2.02;3.93;3.166;6.398;0;0.0;29396652000.0;-0.9947;2.0265;1.0;22075542000.0;-0.2101;1.4346;1.0;14084848000.0;-0.1638;1.4444;1;10740713000.0;0.2876;0.6407;0.0;14678900000.0;0.1955;0.4838;39755575000.0;0.1197;0.2336;0.3692;0.0209;0.2374;0.7394;-0.8182;1.6094;0.5553;-0.2298;1.1497;0.3543;-0.205;1.1541;0.0981;-0.2361;1.2773;0.2341;-0.4387;0.939;2.3862;-0.1727;0.0919;1.2824;-0.2422;0.1248;0.0617;0.3312;0.2739;75070603000.0;2.5537;-0.4804;0.7376;1.8607;0.1024;0.0668;8.1057;-0.0057;0.1957;6.8559;0.0257;0.2103
['TAEE11'];['Transmissora Aliança de Energia Elétrica S.A.'];Brazil;Utilities - Regulated Electric;Utilities;2.61;7.26;5.792;9.684;0;0.0;2665404000.0;-0.0302;0.1762;0.0;2640684000.0;-0.0307;0.1764;0.0;1693915000.0;-0.0543;0.2383;0;2199228000.0;-0.0411;0.1867;0.0;2472307000.0;-0.0275;0.1709;3718138000.0;0.0481;0.2206;0.6649;-0.057;0.1182;0.7169;-0.0549;0.1491;0.7102;-0.0558;0.1472;0.4556;-0.0924;0.1594;0.0829;-0.1273;0.2342;0.1593;-0.1104;0.1926;1.9218;0.0334;0.0543;0.9217;0.0795;0.1186;0.1513;0.1185;0.4105;9048889000.0;3.3949;0.1974;0.2228;2.0851;-0.0361;0.0594;2.0394;0.1532;0.7154;;;
['VIVT3'];['Telefônica Brasil S.A.'];Brazil;Telecom Services;Communication Services;1.05;3.86;1.835;5.886;0;0.0;21543323000.0;0.0595;0.056;0.0;7341038000.0;0.0743;0.1649;0.0;5547948000.0;-0.0037;0.2472;0;9721013000.0;0.1405;0.2586;0.0;24492890000.0;0.0837;0.0126;55845048000.0;0.0825;0.0079;0.4386;0.0011;0.0144;0.3858;-0.0209;0.0576;0.1315;-0.0066;0.1575;0.0993;-0.0786;0.2314;0.0444;-0.0277;0.2454;0.0532;-0.0228;0.239;1.1991;0.0079;0.0115;0.0528;-0.0002;0.234;0.3504;0.2801;1.2251;14055432000.0;0.6524;0.1045;0.3928;22.7168;0.0695;0.2652;11.8373;1.118;1.8526;11.268;1.1153;1.863
['TIMS3'];['TIM S.A.'];Brazil;Telecom Services;Communication Services;1.4;7.53;2.159;5.41;0;0.0;12988898000.0;0.0831;0.0478;0.0;5962863000.0;0.1106;0.1919;0.0;3153881000.0;0.1249;0.4628;0;5829884000.0;0.2186;0.1349;0.0;13554815000.0;0.1214;0.0161;25447930000.0;0.1223;0.052;0.5326;0.0007;0.037;0.5104;-0.0327;0.0648;0.2343;-0.0029;0.2004;0.1239;0.0161;0.433;0.056;0.1077;0.5042;0.0775;0.0941;0.4612;1.3834;0.0096;0.0521;0.0746;-0.0806;0.2236;0.1148;0.16;0.6133;12352604000.0;0.951;0.179;0.5061;18.5562;0.1445;0.1901;36.3509;0.8081;1.6122;35.5082;0.813;1.6254
['TOTS3'];['TOTVS S.A.'];Brazil;Software - Application;Technology;0.28;0.75;4.213;21.645;0;0.0;1360542000.0;0.2246;0.1864;0.0;1034273000.0;0.2452;0.2475;0.0;717513000.0;0.2678;0.2121;0;938196000.0;0.2077;0.0551;0.0;3629858000.0;0.2094;0.0554;5224007000.0;0.207;0.0473;0.6948;0.0017;0.0126;0.2604;0.0101;0.1124;0.198;0.0253;0.161;0.1373;0.0502;0.1761;0.0841;0.3497;0.3174;0.1044;0.3624;0.3539;1.2418;0.0042;0.0264;0.2234;0.0518;0.1661;0.0409;-0.2266;0.5435;-280613000.0;-0.2063;-0.2799;0.4775;5.5577;-0.0262;0.1222;43.9742;2.6174;4.1282;;;
['UGPA3'];['Ultrapar Participações S.A.'];Brazil;Oil & Gas Refining & Marketing;Energy;0.7;3.89;0.235;6.186;0;0.0;6358677000.0;0.3744;0.2287;0.0;5203883000.0;0.4861;0.3376;0.0;2439795000.0;0.4748;0.4833;0;4443982000.0;0.4964;0.3597;0.0;9318232000.0;0.3307;0.121;126048701000.0;0.2227;0.254;0.0739;0.1389;0.2514;0.0504;0.1949;0.3622;0.0413;0.2918;0.4179;0.0194;0.2664;0.4402;0.0638;0.4813;0.5791;0.0978;0.3215;0.4834;1.5327;-0.102;0.054;0.4717;-0.2189;0.112;0.1693;0.0534;0.4335;7369381000.0;1.1589;-0.383;0.2343;3.2496;0.164;0.1048;9.356;0.3173;0.4849;7.203;0.3606;0.5718
['USIM5'];['Usinas Siderúrgicas de Minas Gerais S.A.'];Brazil;Steel;Basic Materials;0.28;4.87;0.451;8.404;0;0.0;1813186000.0;-0.4718;0.125;0.0;587119000.0;-0.6321;0.0794;0.0;-145946000.0;-0.6886;0.4054;1;256709000.0;-0.7085;0.0785;0.0;1659936000.0;-0.4176;0.2566;25869799000.0;-0.0834;0.0475;0.0642;-0.3715;0.2648;0.0701;-0.4173;0.1553;0.0227;-0.5929;0.1113;-0.0056;-0.6387;0.4744;-0.0037;-0.6915;0.4043;-0.0045;-0.6878;0.4081;1.2416;0.0061;0.0033;0.2377;0.0317;0.0208;0.133;0.0952;0.3852;2557611000.0;1.4106;5.319;7.0615;5.224;-0.0244;0.0166;17.1759;0.0093;0.454;9.833;-0.0252;0.4438
['VALE3'];['Vale S.A.'];Brazil;Other Industrial Metals & Mining;Basic Materials;7.49;13.55;1.532;4.302;0;0.0;11071000000.0;-0.3124;0.0262;0.0;8014000000.0;-0.3631;0.0263;0.0;6166000000.0;-0.3219;0.181;0;11101000000.0;-0.2773;0.1293;0.0;13791000000.0;-0.241;0.1187;38056000000.0;-0.1106;0.0626;0.3624;-0.1519;0.076;0.2909;-0.2217;0.0765;0.2106;-0.2782;0.0811;0.162;-0.2219;0.2478;0.0769;-0.2798;0.2327;0.0987;-0.2683;0.244;1.2828;0.0124;0.0305;0.2714;0.0963;0.1985;0.0601;0.2946;0.8643;12719000000.0;1.1489;1.0122;0.591;4.7262;-0.0526;0.1329;13.2167;0.1202;0.8569;8.702;0.015;0.7395
['VAMO3'];['Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.'];Brazil;Rental & Leasing Services;Industrials;0.59;10.96;3.753;5.385;0;0.0;3477005000.0;0.4163;0.1633;0.0;2726392000.0;0.4446;0.2693;0.0;380974000.0;0.0629;0.4336;0;2547774000.0;0.5477;0.4002;0.0;3005368000.0;0.4754;0.3929;4699312000.0;0.2622;0.4179;0.6395;0.2294;0.2512;0.7399;0.2302;0.3403;0.5802;0.2231;0.257;0.0811;-0.1131;0.2999;0.0188;-0.205;0.1564;0.0659;-0.117;0.1143;3.5058;0.1744;0.3332;2.4904;0.508;0.6953;0.0654;0.6041;0.9548;14340227000.0;4.1243;-0.0237;0.2163;1.4077;-0.0705;0.3309;4.3979;-0.4661;0.2059;4.2877;-0.4309;0.2634
['VBBR3'];['Vibra Energia S.A.'];Brazil;Specialty Retail;Consumer Cyclical;2.39;12.51;0.184;3.321;0;0.0;10433000000.0;0.4789;0.6116;0.0;9879000000.0;0.5577;0.7236;0.0;6367000000.0;0.6841;1.0441;0;8699000000.0;0.469;0.2469;0.0;8241000000.0;0.065;0.057;172272000000.0;0.1165;0.207;0.0478;-0.0141;0.191;0.0606;0.4611;0.8219;0.0573;0.5518;0.9489;0.037;0.715;1.2621;0.1299;0.5411;1.0207;0.2258;0.4917;0.8691;1.7381;0.0135;0.0905;0.7253;0.0686;0.2517;0.1318;0.1097;0.2383;10328000000.0;0.9899;-0.0976;0.487;2.3962;-0.0157;0.1533;9.5885;-0.0445;0.3154;7.3217;-0.0005;0.349
['WEGE3'];['WEG S.A.'];Brazil;Electrical Equipment & Parts;Industrials;0.42;0.84;5.44;24.786;0;0.0;8887720000.0;0.2201;0.0438;0.0;8075235000.0;0.227;0.0503;0.0;6042593000.0;0.1966;0.1268;0;7548773000.0;0.2143;0.0546;0.0;12813845000.0;0.2259;0.0281;37986941000.0;0.1749;0.0745;0.3373;0.0474;0.0686;0.234;0.0451;0.1029;0.2126;0.051;0.1078;0.1591;0.0266;0.1603;0.1456;0.0051;0.1701;0.163;0.01;0.1553;1.1192;0.0077;0.0422;0.097;0.1379;0.4446;0.793;0.106;0.0498;-2929244000.0;-0.3296;1.2955;2.2517;11.5402;0.0043;0.3105;9.5482;-0.1035;0.2511;6.0742;-0.0763;0.2858
['YDUQ3'];['Yduqs Participações S.A.'];Brazil;Education & Training Services;Consumer Defensive;0.54;3.81;1.589;6.565;0;0.0;1810552000.0;0.1142;0.0689;0.0;986000000.0;0.1622;0.1152;0.0;341378000.0;-1.2477;1.9844;1;828718000.0;0.2168;0.0976;0.0;3265109000.0;0.1111;0.0555;5351785000.0;0.0689;0.0415;0.6101;0.039;0.0129;0.3383;0.0417;0.0352;0.1842;0.0853;0.0758;0.0638;-1.1709;1.8287;0.0343;-1.2903;1.9016;0.0788;-1.2665;1.9127;2.2939;0.0059;0.0131;0.912;-0.0028;0.0641;0.1111;0.0224;0.7435;4928500000.0;2.7221;-0.0777;0.0633;2.5154;0.0119;0.0503;5.7328;0.4971;0.8009;;;
