ticker;name;country;industry;sector;dividend_rate;dividend_yield;EV/revenue;EV/ebitda;negative_EV/revenue;negative_EV/ebitda;ebitda;ebitda_mean;ebitda_std;negative_ebitda;ebit;ebit_mean;ebit_std;negative_ebit;net_income;net_income_mean;net_income_std;negative_net_income;operating_income;operating_income_mean;operating_income_std;negative_operating_income;gross_profit;gross_profit_mean;gross_profit_std;total_revenue;total_revenue_mean;total_revenue_std;gross_margin;gross_margin_mean;gross_margin_std;ebitda_margin;ebitda_margin_mean;ebitda_margin_std;ebit_margin;ebit_margin_mean;ebit_margin_std;net_margin;net_margin_mean;net_margin_std;roa;roa_mean;roa_std;roe;roe_mean;roe_std;assets_net_worth;assets_net_worth_mean;assets_net_worth_std;participation_of_third_party_capital;participation_of_third_party_capital_mean;participation_of_third_party_capital_std;debit_composition;debit_composition_mean;debit_composition_std;net_debt;net_debt_ebitda;net_debt_ebitda_mean;net_debt_ebitda_std;general_liquidity;general_liquidity_mean;general_liquidity_std;current_liquidity;current_liquidity_mean;current_liquidity_std;dry_liquidity;dry_liquidity_mean;dry_liquidity_std
['MO'];['Altria Group, Inc.'];United States;Tobacco;Consumer Defensive;4.08;6.95;5.924;9.777;0.0;0.0;15068000000.0;0.432;0.1815;0.0;14782000000.0;0.4471;0.1951;0.0;11264000000.0;0.7083;0.4389;0.0;11630000000.0;0.0024;0.0257;0.0;14367000000.0;0.0089;0.0067;20444000000.0;-0.0106;0.0071;0.7027;0.0198;0.0136;0.737;0.4487;0.1941;0.723;0.4641;0.2083;0.551;0.73;0.4578;0.3202;0.7874;0.5029;1.0988;0.8147;0.5919;3.4316;0.0038;0.0976;2.4316;0.0084;0.138;0.0613;0.2159;0.3424;21799000000.0;1.4467;-0.3078;0.0874;1.4113;0.0014;0.0435;2.9555;-0.1634;0.1962;2.2482;-0.1806;0.1793
['AEE'];['Ameren Corporation'];United States;Utilities - Regulated Electric;Utilities;2.84;2.87;6.228;14.25;0.0;0.0;3538000000.0;0.0802;0.038;0.0;1933000000.0;0.0811;0.0499;0.0;1182000000.0;0.0611;0.0253;0.0;1516000000.0;0.046;0.0679;0.0;3653000000.0;0.0695;0.0348;7623000000.0;0.0678;0.1285;0.4792;0.0117;0.0845;0.4641;0.0224;0.0932;0.2536;0.0235;0.1036;0.1551;0.0066;0.1085;0.0265;-0.014;0.0343;0.0457;0.0081;0.0366;1.7235;0.0219;0.0084;0.7235;0.0557;0.0218;0.078;0.0131;0.1408;18715000000.0;5.2897;0.0313;0.0466;2.3821;-0.0318;0.0122;1.5507;-0.0578;0.0784;1.0288;-0.0655;0.1456
['AEP'];['American Electric Power Company, Inc.'];United States;Utilities - Regulated Electric;Utilities;3.72;3.49;5.197;13.099;0.0;0.0;8098500000.0;0.0632;0.0458;0.0;4705700000.0;0.0842;0.0628;0.0;2967100000.0;0.076;0.1897;0.0;4446100000.0;0.0943;0.0828;0.0;12459900000.0;0.0706;0.0605;19721300000.0;0.0583;0.084;0.6318;0.0145;0.0538;0.4106;0.01;0.0799;0.2386;0.0319;0.1092;0.1505;0.0256;0.2062;0.0288;0.0187;0.1743;0.0518;0.0306;0.152;1.7984;0.0155;0.0253;0.788;0.0384;0.0592;0.1297;0.0118;0.1865;45559900000.0;5.6257;0.0177;0.0597;2.2822;-0.0203;0.0309;0.9881;-0.1318;0.1986;0.6953;-0.1948;0.1662
['AMT'];['American Tower Corporation'];United States;REIT - Specialty;Real Estate;6.8;3.22;14.497;22.119;0.0;0.0;7154100000.0;0.0649;0.1152;0.0;5029300000.0;0.1667;0.3942;0.0;2255000000.0;0.016;0.362;0.0;4603000000.0;0.1299;0.1819;0.0;7552800000.0;0.0422;0.0204;10127200000.0;0.0268;0.0112;0.7458;0.0149;0.0107;0.7064;0.0383;0.1226;0.4966;0.1404;0.3988;0.2227;-0.0067;0.3655;0.0369;0.0707;0.4065;0.1317;0.0732;0.49;3.5669;-0.0259;0.089;2.1317;-0.0327;0.1252;0.1012;0.0208;0.2527;41954500000.0;5.8644;-0.1002;0.131;1.6733;0.0127;0.0444;0.8608;0.0674;0.3303;;;
['AME'];['AMETEK, Inc.'];United States;Specialty Industrial Machinery;Industrials;1.24;0.74;5.838;18.74;0.0;0.0;2157428000.0;0.1063;0.0338;0.0;1774501000.0;0.1092;0.0447;0.0;1376124000.0;0.1172;0.0515;0.0;1779562000.0;0.1089;0.0473;0.0;2476467000.0;0.0906;0.037;6941180000.0;0.0779;0.0234;0.3568;0.0117;0.0199;0.3108;0.0261;0.0101;0.2556;0.0286;0.0212;0.1983;0.0361;0.0283;0.0941;0.045;0.0786;0.1101;0.0079;0.0476;1.1708;-0.032;0.0534;0.1664;-0.1207;0.2483;0.3146;1.0049;1.774;1760458000.0;0.816;-0.1307;0.3057;7.0352;0.1787;0.282;3.9781;0.2767;0.7893;2.4166;0.2426;0.7778
['APH'];['Amphenol Corporation'];United States;Electronic Components;Technology;0.66;0.87;5.814;21.908;0.0;0.0;3801400000.0;0.1554;0.1109;0.0;3228900000.0;0.1591;0.113;0.0;2424000000.0;0.1555;0.1035;0.0;3284300000.0;0.1532;0.1152;0.0;5139700000.0;0.1522;0.1024;15222700000.0;0.1226;0.0929;0.3376;0.0258;0.0085;0.2497;0.028;0.0146;0.2121;0.0313;0.0238;0.1592;0.0286;0.0071;0.1131;0.0181;0.0903;0.1666;0.0154;0.0881;1.4731;-0.001;0.062;0.4731;0.0139;0.224;0.0583;44.8215;63.7658;3569100000.0;0.9389;-0.1273;0.0988;3.1135;0.0167;0.1422;24.1125;-0.0443;0.6863;17.7752;-0.0154;0.6981
['ADI'];['Analog Devices, Inc.'];United States;Semiconductors;Technology;3.96;2.03;10.894;24.744;0.0;0.0;4203883000.0;0.3153;0.623;0.0;2099567000.0;0.2986;0.6743;0.0;1635273000.0;0.2254;0.6058;0.0;2070056000.0;0.2136;0.6078;0.0;5381343000.0;0.1312;0.4052;9427157000.0;0.144;0.3673;0.5708;-0.0244;0.0594;0.4459;0.0942;0.1748;0.2227;0.0605;0.2603;0.1735;0.0085;0.258;0.0339;0.2652;0.6343;0.0403;0.2748;0.6318;1.1885;0.0111;0.0072;;;;;;;5658475000.0;1.346;-0.0229;0.3656;;;;;;;;;
['ANSS'];['ANSYS, Inc.'];United States;Software - Application;Technology;;;10.648;31.488;0.0;0.0;908559000.0;0.1277;0.0386;0.0;765887000.0;0.1334;0.0527;0.0;575692000.0;0.086;0.0923;0.0;717888000.0;0.1192;0.0445;0.0;2264990000.0;0.1118;0.0152;2544809000.0;0.1011;0.0155;0.89;0.0097;0.0059;0.357;0.0241;0.0278;0.301;0.0292;0.041;0.2262;-0.0137;0.0838;0.0715;0.0027;0.0938;0.0798;-0.0091;0.0948;1.1167;-0.0117;0.0033;;;;;;;-605599000.0;-0.6665;29.0083;41.622;;;;;;;;;
['AON'];['Aon plc'];Ireland;Insurance Brokers;Financial Services;2.98;0.82;6.107;18.891;0.0;0.0;4936000000.0;0.256;0.1886;0.0;4250000000.0;0.2566;0.2362;0.0;2654000000.0;0.3628;0.4954;0.0;4176000000.0;0.2803;0.2637;0.0;7415000000.0;0.1081;0.0278;15698000000.0;0.0897;0.0626;0.4724;0.0191;0.0415;0.3144;0.1595;0.2112;0.2707;0.1642;0.2692;0.1691;0.2742;0.5252;0.0542;0.2288;0.5644;0.0854;0.2627;0.6043;1.5758;0.0202;0.0212;0.5476;0.0805;0.0717;0.0441;-0.2187;0.337;16807000000.0;3.405;-0.0217;0.1776;2.8776;-0.0529;0.0429;31.2011;0.298;0.3723;;;
['APA'];['APA Corporation'];United States;Oil & Gas E&P;Energy;1.0;6.15;1.351;2.273;0.0;0.0;4174000000.0;0.1733;0.584;0.0;1908000000.0;0.2512;0.9742;0.0;804000000.0;0.4164;1.2611;0.0;3199000000.0;0.1671;0.5234;0.0;4302000000.0;0.1535;0.4557;9737000000.0;0.1035;0.2661;0.4418;0.0145;0.1843;0.4287;0.0179;0.2985;0.196;0.0368;0.6125;0.0826;0.1964;0.8426;0.0415;0.3728;1.3151;0.0608;0.0713;0.9545;1.4658;-0.1395;0.0859;0.4569;-0.2849;0.1332;0.0088;6.6713;10.1399;5537000000.0;1.3265;0.0218;0.4749;3.2081;0.2239;0.11;64.2264;40.0921;57.4342;56.2075;42.1731;60.3945
['AMAT'];['Applied Materials, Inc.'];United States;Semiconductor Equipment & Materials;Technology;1.84;1.23;4.356;14.194;0.0;0.0;8791000000.0;0.0598;0.0413;0.0;8399000000.0;0.063;0.0415;0.0;7177000000.0;0.0686;0.0281;0.0;7867000000.0;0.0307;0.04;0.0;12897000000.0;0.0576;0.0294;27176000000.0;0.0571;0.0431;0.4746;0.0011;0.0138;0.3235;0.0027;0.0073;0.3091;0.0059;0.0178;0.2641;0.0115;0.0142;0.2086;-0.0268;0.0694;0.2581;-0.0389;0.0751;1.2376;-0.0128;0.0111;;;;;;;-1416000000.0;-0.1611;3.9179;4.212;;;;;;;;;
['APTV'];['Aptiv PLC'];Switzerland;Auto Parts;Consumer Cyclical;;;1.027;6.598;0.0;0.0;3452000000.0;0.2411;0.1213;0.0;2488000000.0;0.3387;0.1606;0.0;1787000000.0;1.187;1.9577;0.0;2035000000.0;0.1914;0.0875;0.0;3711000000.0;0.1553;0.1059;19713000000.0;0.0831;0.0716;0.1883;0.0673;0.0735;0.1751;0.1556;0.1753;0.1262;0.2495;0.2283;0.0907;0.9425;1.6772;0.0762;0.9662;1.7504;0.1226;0.9449;1.5863;1.61;0.07;0.0921;0.5732;0.2947;0.3494;0.0609;14.2697;19.9724;7315000000.0;2.1191;0.8649;1.3839;2.8087;-0.1197;0.2008;15.3752;0.085;1.3187;10.8173;0.0964;1.351
['ANET'];['Arista Networks Inc'];United States;Computer Hardware;Technology;;;12.381;29.0;0.0;0.0;3006654000.0;0.4621;0.1383;0.0;2944616000.0;0.478;0.1416;0.0;2852054000.0;0.5061;0.1023;0.0;2944616000.0;0.478;0.1416;0.0;4491303000.0;0.3389;0.0768;7003146000.0;0.3396;0.1189;0.6413;0.0023;0.033;0.4293;0.0908;0.0071;0.4205;0.1026;0.0082;0.4073;0.1266;0.0315;;;;;;;;;;;;;;;;;;;;;;;;;;;;
['AJG'];['Arthur J. Gallagher & Co.'];United States;Insurance Brokers;Financial Services;2.6;0.78;7.601;22.882;0.0;0.0;3098400000.0;0.2185;0.1738;0.0;2256100000.0;0.2589;0.2433;0.0;1462700000.0;0.2025;0.2614;0.0;2282100000.0;0.1965;0.0579;0.0;4878300000.0;0.1794;0.0244;11554900000.0;0.1222;0.0584;0.4222;0.0547;0.0749;0.2681;0.0909;0.1739;0.1953;0.1293;0.2382;0.1266;0.0776;0.2457;0.0228;-0.0242;0.2392;0.0288;-0.0143;0.2647;1.2656;0.006;0.0412;0.2592;0.0616;0.2526;0.0323;-0.0664;0.4736;-1502100000.0;-0.4848;-0.3681;0.5934;4.8837;-0.0104;0.1776;103.7472;0.6697;1.0151;;;
