ticker;name;country;industry;sector;dividend_rate;dividend_yield;EV/revenue;EV/ebitda;negative_EV/revenue;negative_EV/ebitda;ebitda;ebitda_mean;ebitda_std;negative_ebitda;ebit;ebit_mean;ebit_std;negative_ebit;net_income;net_income_mean;net_income_std;negative_net_income;operating_income;operating_income_mean;operating_income_std;negative_operating_income;gross_profit;gross_profit_mean;gross_profit_std;total_revenue;total_revenue_mean;total_revenue_std;gross_margin;gross_margin_mean;gross_margin_std;ebitda_margin;ebitda_margin_mean;ebitda_margin_std;ebit_margin;ebit_margin_mean;ebit_margin_std;net_margin;net_margin_mean;net_margin_std;roa;roa_mean;roa_std;roe;roe_mean;roe_std;assets_net_worth;assets_net_worth_mean;assets_net_worth_std;participation_of_third_party_capital;participation_of_third_party_capital_mean;participation_of_third_party_capital_std;debit_composition;debit_composition_mean;debit_composition_std;net_debt;net_debt_ebitda;net_debt_ebitda_mean;net_debt_ebitda_std;general_liquidity;general_liquidity_mean;general_liquidity_std;current_liquidity;current_liquidity_mean;current_liquidity_std;dry_liquidity;dry_liquidity_mean;dry_liquidity_std
['DAL'];['Delta Air Lines, Inc.'];United States;Airlines;Industrials;0.6;1.43;0.758;5.902;0.0;0.0;7918000000.0;0.3383;0.3429;0.0;5405000000.0;0.5943;0.5627;0.0;3457000000.0;1.9847;1.6556;0.0;5995000000.0;0.3868;0.2141;0.0;16557000000.0;1.4791;1.7732;61643000000.0;0.3004;0.2789;0.2686;0.7193;0.8682;0.1284;0.0589;0.3236;0.0877;0.2449;0.4791;0.0561;1.1751;1.0441;0.0459;1.9465;1.6433;0.0657;1.6923;1.508;1.4329;-0.0926;0.006;0.3079;-0.2433;0.0318;0.1343;0.3007;0.2837;19702000000.0;2.4883;-0.2831;0.1541;4.6543;0.2012;0.0469;4.526;-0.1482;0.3273;3.8694;-0.1701;0.3247
['DVN'];['Devon Energy Corporation'];United States;Oil & Gas E&P;Energy;0.96;3.05;1.916;3.933;0.0;0.0;7368000000.0;0.2029;0.5064;0.0;4113000000.0;0.3052;0.8343;0.0;2891000000.0;0.1776;0.682;0.0;4143000000.0;0.3012;0.8104;0.0;4710000000.0;0.2646;0.7208;15940000000.0;0.1371;0.3229;0.2955;0.0314;0.2953;0.4622;0.0206;0.1362;0.258;0.0457;0.3768;0.1814;-0.0391;0.2838;0.0948;0.0394;0.6053;0.1358;0.0123;0.5542;1.4323;-0.0079;0.0459;;;;;;;8357000000.0;1.1342;0.1967;0.4273;;;;;;;;;
['DXCM'];['DexCom, Inc.'];United States;Medical Devices;Healthcare;;;6.862;33.843;0.0;0.0;945700000.0;0.3834;0.2539;0.0;728000000.0;0.4222;0.325;0.0;576200000.0;0.4081;0.2433;0.0;600000000.0;0.3345;0.235;0.0;2438200000.0;0.1338;0.0621;4033000000.0;0.1822;0.0539;0.6046;-0.0413;0.0137;0.2345;0.1631;0.1682;0.1805;0.1927;0.2235;0.1429;0.1848;0.1631;0.0889;0.2775;0.1783;0.1479;0.25;0.1766;1.6639;-0.021;0.0382;;;;;;;1981300000.0;2.0951;-0.1042;0.0478;;;;;;;;;
['FANG'];['Diamondback Energy, Inc.'];United States;Oil & Gas E&P;Energy;6.21;4.56;5.158;7.046;0.0;0.0;7639000000.0;0.2485;0.3267;0.0;4789000000.0;0.245;0.4828;0.0;3338000000.0;0.2629;0.5468;0.0;4699000000.0;0.109;0.3707;0.0;4972000000.0;0.1072;0.3519;11023000000.0;0.2038;0.2381;0.4511;-0.0959;0.1442;0.693;0.0274;0.0998;0.4345;0.0073;0.2362;0.3028;0.0144;0.2853;0.0496;-0.0463;0.5723;0.0619;-0.096;0.5234;1.247;-0.0421;0.0236;;;;;;;13168000000.0;1.7238;0.1653;0.4471;;;;;;;;;
['D'];['Dominion Energy, Inc.'];United States;Utilities - Regulated Electric;Utilities;2.67;5.0;6.326;12.672;0.0;0.0;6708000000.0;0.1367;0.3949;0.0;4069000000.0;0.5809;1.2321;0.0;2124000000.0;0.0338;0.5532;0.0;3846000000.0;0.1419;0.0861;0.0;6922000000.0;0.0881;0.0749;14459000000.0;0.0859;0.0959;0.4787;0.0041;0.0385;0.4639;0.0678;0.4139;0.2814;0.5141;1.212;0.1469;-0.0066;0.5584;0.0207;0.0263;0.5332;0.035;0.0389;0.5536;1.6882;0.0002;0.0183;0.6847;-0.0004;0.0456;0.1017;0.3472;0.7078;41440000000.0;6.1777;-0.0252;0.2526;2.4657;0.002;0.0278;1.5652;-0.0345;0.4402;1.1477;-0.0086;0.5428
['DPZ'];"[""Domino's Pizza, Inc.""]";United States;Restaurants;Consumer Cyclical;6.96;1.43;4.836;24.343;0.0;0.0;1005817000.0;0.0433;0.0618;0.0;918085000.0;0.0419;0.0702;0.0;584170000.0;0.053;0.1185;0.0;879157000.0;0.0424;0.0613;0.0;1848502000.0;0.0315;0.0399;4706416000.0;0.0264;0.0279;0.3928;0.0059;0.0511;0.2137;0.0179;0.0773;0.1951;0.0169;0.0861;0.1241;0.028;0.1308;0.3363;0.0359;0.0788;-0.1688;0.0711;0.1369;-0.502;0.0298;0.0568;-1.4379;0.014;0.0122;0.2311;6.49;9.1651;5011115000.0;4.9821;-0.0455;0.0717;0.3491;0.015;0.0442;0.7874;-0.3362;0.432;0.7257;-0.3432;0.427
['DHI'];['D.R. Horton, Inc.'];United States;Residential Construction;Consumer Cyclical;1.6;1.27;1.236;7.741;0.0;0.0;6023000000.0;0.0662;0.2567;0.0;5935900000.0;0.0674;0.2607;0.0;4756400000.0;0.0717;0.2468;0.0;5935900000.0;0.0674;0.2607;0.0;9535400000.0;0.0813;0.1863;36801400000.0;0.1008;0.0745;0.2591;-0.0234;0.1086;0.1637;-0.0412;0.1682;0.1613;-0.0403;0.172;0.1292;-0.0352;0.1632;0.1317;-0.0771;0.1455;0.1578;-0.0991;0.147;1.1982;-0.0249;0.0254;;;;;;;1454600000.0;0.2415;-0.0854;0.3372;;;;;;;;;
['DTE'];['DTE Energy Company'];United States;Utilities - Regulated Electric;Utilities;4.36;3.18;4.143;15.545;0.0;0.0;4053000000.0;0.142;0.0853;0.0;2321000000.0;0.2311;0.1766;0.0;1404000000.0;0.163;0.1184;0.0;2205000000.0;0.1358;0.1355;0.0;4338000000.0;0.0939;0.0724;12457000000.0;-0.0249;0.254;0.3482;0.2203;0.4013;0.3254;0.2687;0.4046;0.1863;0.3598;0.4469;0.1127;0.3013;0.4581;0.0287;0.0874;0.1273;0.0548;0.0997;0.1376;1.9077;0.0105;0.0203;0.8996;0.0219;0.0434;0.1026;-0.1342;0.3616;23217000000.0;5.7283;-0.0439;0.0904;2.1205;-0.0103;0.0223;1.5264;0.3481;0.5937;0.9996;0.3274;0.646
['DUK'];['Duke Energy Corporation'];United States;Utilities - Regulated Electric;Utilities;4.18;3.46;6.045;12.605;0.0;0.0;14997000000.0;0.0818;0.0325;0.0;8578000000.0;0.116;0.059;0.0;4524000000.0;0.1197;0.3837;0.0;7938000000.0;0.1077;0.0074;0.0;15197000000.0;0.0833;0.0183;30357000000.0;0.0744;0.0679;0.5006;0.0119;0.0589;0.494;0.0126;0.0908;0.2826;0.0458;0.1155;0.149;0.0619;0.3952;0.0243;0.0856;0.3635;0.0447;0.1173;0.3631;1.8429;0.0329;0.0253;0.8335;0.0861;0.0604;0.0941;-0.01;0.107;84916000000.0;5.6622;-0.0031;0.0366;2.2112;-0.0473;0.0308;1.6324;0.028;0.0881;1.064;0.0133;0.1217
['ETN'];['Eaton Corporation plc'];Ireland;Specialty Industrial Machinery;Industrials;4.16;1.45;4.842;21.534;0.0;0.0;5617000000.0;0.1268;0.0873;0.0;4696000000.0;0.1625;0.122;0.0;3794000000.0;0.2115;0.0688;0.0;4632000000.0;0.2352;0.0449;0.0;9503000000.0;0.1461;0.0578;24878000000.0;0.0825;0.0257;0.382;0.0581;0.028;0.2258;0.0397;0.0595;0.1888;0.0721;0.09;0.1525;0.1184;0.0366;0.0989;0.1627;0.0333;0.1328;0.159;0.0321;1.3439;-0.0028;0.0033;0.3204;-0.0211;0.0084;0.0736;0.2401;1.1655;9266000000.0;1.6496;-0.0856;0.0686;4.1937;0.0188;0.0056;17.5089;1.6888;2.4496;11.2374;1.6877;2.4625
['ECL'];['Ecolab Inc.'];United States;Specialty Chemicals;Basic Materials;2.6;1.08;4.712;20.571;0.0;0.0;3846900000.0;0.1613;0.1055;0.0;2911500000.0;0.2242;0.1816;0.0;2112400000.0;0.2542;0.234;0.0;2613500000.0;0.1596;0.1121;0.0;6841700000.0;0.1025;0.0428;15741400000.0;0.0738;0.0356;0.4346;0.0284;0.0631;0.2444;0.0857;0.1326;0.185;0.1461;0.2013;0.1342;0.1766;0.2577;0.0944;0.2307;0.2238;0.1498;0.1864;0.202;1.5872;-0.0338;0.0114;0.5363;-0.0956;0.0366;0.0814;0.2068;0.1079;7025900000.0;1.8264;-0.1919;0.0978;2.9594;0.0696;0.0307;9.7867;-0.0433;0.1102;7.4075;-0.0112;0.0988
['EIX'];['Edison International'];United States;Utilities - Regulated Electric;Utilities;3.31;5.69;3.625;9.976;0.0;0.0;6371000000.0;0.1716;0.0984;0.0;3432000000.0;0.2912;0.2948;0.0;1546000000.0;0.2324;0.3465;0.0;2930000000.0;0.2737;0.3164;0.0;7218000000.0;0.0807;0.0116;17599000000.0;0.0604;0.0851;0.4101;0.0267;0.0959;0.362;0.1192;0.1859;0.195;0.2479;0.3927;0.0878;0.1962;0.4371;0.0181;0.1766;0.3255;0.0323;0.2048;0.3266;1.7897;0.0269;0.0166;0.765;0.0793;0.0525;0.0833;-0.1047;0.1986;37568000000.0;5.8967;-0.0648;0.0748;2.3394;-0.0471;0.03;2.3482;0.1457;0.1439;2.1716;0.1456;0.1398
['EA'];['Electronic Arts Inc.'];United States;Electronic Gaming & Multimedia;Communication Services;0.76;0.52;5.067;19.633;0.0;0.0;2051000000.0;0.1857;0.0977;0.0;1647000000.0;0.1592;0.0622;0.0;1273000000.0;0.1822;0.2881;0.0;1580000000.0;0.1508;0.0903;0.0;5852000000.0;0.1259;0.085;7562000000.0;0.1075;0.0968;0.7739;0.0176;0.0141;0.2712;0.0713;0.0293;0.2178;0.0587;0.1385;0.1683;0.0914;0.3399;0.0949;0.1807;0.2961;0.111;0.1805;0.2972;1.1698;-0.0007;0.0038;;;;;;;-952000000.0;-0.4642;-0.1445;0.7271;;;;;;;;;
['EMR'];['Emerson Electric Co.'];United States;Specialty Industrial Machinery;Industrials;2.11;2.01;4.02;14.925;0.0;0.0;4032000000.0;0.1542;0.1454;0.0;2343000000.0;0.1035;0.2682;0.0;1968000000.0;0.8811;1.6446;0.0;2666000000.0;0.1134;0.1048;0.0;8885000000.0;0.1582;0.0415;17492000000.0;0.1065;0.0355;0.5079;0.0467;0.0181;0.2305;0.0484;0.163;0.1339;0.0059;0.2714;0.1125;0.7224;1.4955;0.0445;0.5096;1.3876;0.0546;0.374;1.1946;1.2274;-0.0413;0.0606;0.2132;-0.1444;0.2156;0.0692;-0.0269;0.5037;4610000000.0;1.1434;2.647;4.1424;5.756;0.1832;0.2509;19.1579;1.4853;2.6881;15.0602;1.6291;2.9179
['ENPH'];['Enphase Energy, Inc.'];United States;Solar;Technology;;;4.055;25.535;0.0;0.0;210453000.0;0.3805;0.949;0.0;129064000.0;0.3857;1.049;0.0;102658000.0;0.3568;1.0353;0.0;90446000.0;0.1026;0.7744;0.0;629138000.0;0.1461;0.4769;1330383000.0;0.0834;0.457;0.4729;0.0569;0.0348;0.1582;0.1136;0.3933;0.097;0.0746;0.5017;0.0772;0.0491;0.5;0.0316;0.0302;0.6519;0.0529;-0.072;0.5447;1.6738;-0.0556;0.0696;;;;;;;939085000.0;4.4622;0.3481;0.9584;;;;;;;;;
['ETR'];['Entergy Corporation'];United States;Utilities - Regulated Electric;Utilities;2.4;2.82;5.5;12.943;0.0;0.0;5036593000.0;0.0502;0.0825;0.0;2593031000.0;0.077;0.1641;0.0;1061184000.0;0.1944;0.7119;0.0;2758224000.0;0.1138;0.2172;0.0;5738287000.0;0.0566;0.0328;11879653000.0;0.0109;0.1205;0.483;0.0564;0.0955;0.424;0.0622;0.2014;0.2183;0.0959;0.2836;0.0893;0.2453;0.859;0.0164;0.1755;0.7071;0.0296;0.1543;0.6735;1.8062;-0.0054;0.0182;0.8062;-0.0114;0.0402;0.0797;0.0385;0.3148;28059183000.0;5.5711;-0.0237;0.0918;2.2404;0.0071;0.0231;1.9069;0.1199;0.4012;1.1273;0.1042;0.4801
['EOG'];['EOG Resources, Inc.'];United States;Oil & Gas E&P;Energy;3.9;3.44;2.622;4.898;0.0;0.0;12464000000.0;0.103;0.2075;0.0;8356000000.0;0.1583;0.3512;0.0;6403000000.0;0.1618;0.3591;0.0;8253000000.0;0.1415;0.5317;0.0;17698000000.0;0.1433;0.4175;23378000000.0;0.098;0.298;0.757;0.017;0.0917;0.5332;0.0343;0.1489;0.3574;0.0613;0.1652;0.2739;0.0637;0.1702;0.1357;0.0814;0.3272;0.152;0.062;0.3242;1.1203;-0.0175;0.0288;;;;;;;-2025000000.0;-0.1625;28.4875;40.392;;;;;;;;;
['EQIX'];['Equinix, Inc.'];United States;REIT - Specialty;Real Estate;18.76;2.3;10.924;26.329;0.0;0.0;3441000000.0;0.0993;0.0569;0.0;1432000000.0;0.16;0.1573;0.0;815000000.0;0.2084;0.2601;0.0;1624000000.0;0.1324;0.0375;0.0;4281000000.0;0.1063;0.0192;8748000000.0;0.0968;0.0241;0.4894;0.0088;0.0062;0.3933;0.0017;0.0328;0.1637;0.0555;0.1254;0.0932;0.098;0.2211;0.0232;0.1192;0.2393;0.0505;0.12;0.2337;2.1759;0.0026;0.0152;0.9434;0.0171;0.0272;0.0792;29.9938;42.874;15880000000.0;4.6149;-0.0365;0.0404;2.3066;-0.0139;0.0128;4.5241;0.6806;1.5555;;;
['EVRG'];['Evergy, Inc.'];United States;Utilities - Regulated Electric;Utilities;2.67;3.91;5.119;11.416;0.0;0.0;2641600000.0;0.0466;0.0718;0.0;1471100000.0;0.0295;0.1124;0.0;873500000.0;0.0072;0.1406;0.0;1468000000.0;0.0302;0.0815;0.0;3034600000.0;0.0494;0.0401;5847300000.0;0.0168;0.0545;0.519;0.0351;0.0678;0.4518;0.0342;0.1103;0.2516;0.016;0.1258;0.1494;-0.0085;0.1296;0.0271;-0.0328;0.1341;0.048;-0.0093;0.1338;1.7725;0.0255;0.0038;0.7725;0.0629;0.0109;0.1607;-0.0111;0.066;14047500000.0;5.3178;0.0374;0.0734;2.2945;-0.0351;0.0064;0.8137;-0.0384;0.0192;0.43;-0.1111;0.006
['EXPE'];['Expedia Group, Inc.'];United States;Travel Services;Consumer Cyclical;1.6;1.0;1.747;13.06;0.0;0.0;2626000000.0;0.3275;0.07;0.0;1788000000.0;0.8564;0.5313;0.0;1234000000.0;10.0486;12.9325;0.0;1670000000.0;1.3057;1.5808;0.0;12248000000.0;0.2091;0.1461;13691000000.0;0.1746;0.1297;0.8946;0.0282;0.0102;0.1918;0.1369;0.0618;0.1306;0.5517;0.2627;0.0901;7.3595;9.3455;0.0551;9.3072;11.9255;0.0778;8.9443;11.4361;1.4119;-0.056;0.0674;;;;;;;2348000000.0;0.8941;-0.3676;0.1891;;;;;;;;;
['EXR'];['Extra Space Storage Inc.'];United States;REIT - Industrial;Real Estate;6.48;4.57;13.183;19.472;0.0;0.0;2311807000.0;0.2119;0.0727;0.0;1528784000.0;0.1287;0.0311;0.0;854681000.0;0.0124;0.0569;0.0;1401029000.0;0.189;0.0449;0.0;2351450000.0;0.259;0.0281;3256902000.0;0.2742;0.0452;0.722;-0.0114;0.0163;0.7098;-0.0493;0.0377;0.4694;-0.1134;0.029;0.2624;-0.2032;0.0678;0.0296;-0.2268;0.258;0.054;-0.2263;0.3628;1.8235;-0.0674;0.2058;0.7789;-0.0943;0.3383;0.1105;0.2336;0.5515;12889639000.0;5.5756;0.0665;0.1185;2.3412;0.1284;0.264;1.2199;0.0824;0.3909;;;
['XOM'];['Exxon Mobil Corporation'];United States;Oil & Gas Integrated;Energy;3.96;3.65;1.479;7.832;0.0;0.0;73311000000.0;0.2182;0.524;0.0;49869000000.0;0.3512;0.7771;0.0;33680000000.0;0.3335;0.7768;0.0;39652000000.0;0.4173;0.8864;0.0;76742000000.0;0.1056;0.3436;339247000000.0;0.098;0.2527;0.2262;-0.0085;0.0838;0.2161;0.0616;0.2079;0.147;0.1416;0.3929;0.0993;0.1236;0.3972;0.0743;0.2103;0.7168;0.0818;0.1808;0.6868;1.1013;-0.0181;0.013;0.0917;-0.159;0.1001;0.1312;1.6268;2.7647;18681000000.0;0.2548;0.077;0.7159;12.0097;0.1818;0.1208;18.5651;3.0236;5.0326;13.8176;3.3898;5.5482
['FFIV'];['F5, Inc.'];United States;Software - Infrastructure;Technology;;;5.046;17.981;0.0;0.0;774237000.0;0.153;0.0853;0.0;667246000.0;0.1973;0.1111;0.0;566778000.0;0.2112;0.1891;0.0;667246000.0;0.1973;0.1111;0.0;2258473000.0;0.0229;0.005;2816120000.0;0.0267;0.0184;0.802;-0.0035;0.014;0.2749;0.1235;0.0877;0.2369;0.1668;0.1115;0.2013;0.1827;0.2019;0.101;0.1651;0.1778;0.1057;0.1233;0.1744;1.0465;-0.0352;0.0295;;;;;;;-825038000.0;-1.0656;0.7179;2.1205;;;;;;;;;
['FDS'];['FactSet Research Systems Inc.'];United States;Financial Data & Stock Exchanges;Financial Services;4.16;0.97;7.818;20.673;0.0;0.0;872875000.0;0.1487;0.1059;0.0;717281000.0;0.1557;0.1474;0.0;537126000.0;0.1067;0.0813;0.0;705976000.0;0.1433;0.0557;0.0;1191111000.0;0.1409;0.0562;2203056000.0;0.1153;0.0432;0.5407;0.0225;0.0145;0.3962;0.0313;0.0997;0.3256;0.0377;0.135;0.2438;-0.0046;0.0991;0.1325;-0.0444;0.2878;0.2165;-0.0897;0.112;1.6348;0.0255;0.2417;;;;;;;1151588000.0;1.3193;2.4321;3.884;;;;;;;;;
['FICO'];['Fair Isaac Corporation'];United States;Software - Application;Technology;;;27.909;63.827;0.0;0.0;761490000.0;0.1239;0.0607;0.0;747663000.0;0.1353;0.0619;0.0;512811000.0;0.0988;0.1049;0.0;733629000.0;0.2129;0.072;0.0;1369320000.0;0.1166;0.0189;1717526000.0;0.0933;0.0364;0.7973;0.0219;0.0169;0.4434;0.0276;0.0358;0.4353;0.0382;0.0391;0.2986;0.0031;0.0654;0.2985;0.061;0.025;-0.9774;-0.3579;0.8713;-3.2743;-0.4014;0.83;-4.2104;-0.515;0.906;0.0068;-0.335;0.7074;2091872000.0;2.7471;0.1238;0.2779;0.7777;-0.1228;0.1914;41.1609;2.9062;2.7157;;;
['FAST'];['Fastenal Company'];United States;Industrial Distribution;Industrials;1.76;2.14;6.223;28.008;0.0;0.0;1690800000.0;0.0707;0.0776;0.0;1515400000.0;0.079;0.0859;0.0;1150600000.0;0.078;0.0738;0.0;1510000000.0;0.0778;0.0862;0.0;3401900000.0;0.0717;0.0621;7546000000.0;0.0803;0.0582;0.4508;-0.0081;0.0041;0.2241;-0.0097;0.0205;0.2008;-0.0025;0.0271;0.1525;-0.0029;0.0191;0.2449;0.0466;0.0718;0.2731;0.0303;0.0905;1.1152;-0.0162;0.0402;0.0475;-0.1483;0.3967;0.375;0.5412;0.7085;229600000.0;0.1358;-0.1738;0.289;23.49;0.4021;0.552;42.8253;0.4758;1.2738;20.892;0.5698;1.4209
['FRT'];['Federal Realty Investment Trust'];United States;REIT - Retail;Real Estate;4.4;4.61;10.807;17.354;0.0;0.0;822408000.0;0.0775;0.1461;0.0;479810000.0;0.0926;0.2343;0.0;295208000.0;0.1116;0.3634;0.0;418316000.0;0.1128;0.0566;0.0;810653000.0;0.0855;0.0328;1202452000.0;0.0818;0.0339;0.6742;0.0036;0.0102;0.6839;-0.0065;0.1117;0.399;0.0055;0.1926;0.2455;0.0205;0.3138;0.0346;0.0654;0.3332;0.0745;0.0468;0.3117;2.1508;-0.0104;0.0294;;;;;;;4437843000.0;5.3962;-0.0252;0.1209;;;;;;;;;
['FI'];['Fiserv, Inc.'];United States;Information Technology Services;Technology;;;6.166;13.933;0.0;0.0;8839000000.0;0.1684;0.052;0.0;5744000000.0;0.3535;0.1543;0.0;3131000000.0;0.3766;0.376;0.0;5879000000.0;0.3796;0.1688;0.0;12443000000.0;0.155;0.0481;20456000000.0;0.0803;0.0093;0.6083;0.0688;0.0372;0.4321;0.0813;0.0398;0.2808;0.2517;0.132;0.1531;0.2715;0.3353;0.0406;0.3487;0.2687;0.06;0.3727;0.2319;1.4779;0.0231;0.0555;0.4569;0.0918;0.2186;0.0329;0.5163;0.5235;23720000000.0;2.6836;-0.0969;0.0629;3.2348;-0.0375;0.1277;29.9452;-0.0948;0.6157;;;
['FTNT'];['Fortinet, Inc.'];United States;Software - Infrastructure;Technology;;;12.502;38.748;0.0;0.0;2201300000.0;0.4475;0.0609;0.0;2078500000.0;0.4797;0.0629;0.0;1745200000.0;0.4241;0.0746;0.0;1803400000.0;0.408;0.0918;0.0;4798200000.0;0.2341;0.051;5955800000.0;0.2151;0.0819;0.8056;0.0174;0.0267;0.3696;0.1968;0.0983;0.349;0.2234;0.1013;0.293;0.1792;0.125;0.1788;0.2075;0.0964;0.199;0.1784;0.1079;1.1134;-0.0247;0.012;;;;;;;-1881600000.0;-0.8548;0.6459;1.0997;;;;;;;;;
['FTV'];['Fortive Corporation'];United States;Scientific & Technical Instruments;Technology;0.32;0.46;4.256;15.724;0.0;0.0;1666300000.0;0.1252;0.0698;0.0;1122400000.0;0.1329;0.0974;0.0;832900000.0;0.1166;0.116;0.0;1143500000.0;0.1244;0.0932;0.0;3731000000.0;0.0751;0.0331;6231800000.0;0.0591;0.0355;0.5987;0.0152;0.008;0.2674;0.0615;0.0297;0.1801;0.0681;0.0626;0.1337;0.0524;0.082;0.0489;0.1068;0.1371;0.0634;0.0922;0.1092;1.2951;-0.0101;0.026;;;;;;;3063600000.0;1.8386;-0.0602;0.3987;;;;;;;;;
['GRMN'];['Garmin Ltd.'];Switzerland;Scientific & Technical Instruments;Technology;3.6;1.81;5.713;20.28;0.0;0.0;1773729000.0;0.11;0.2183;0.0;1593994000.0;0.1218;0.255;0.0;1411436000.0;0.1062;0.1737;0.0;1593994000.0;0.1218;0.255;0.0;3696555000.0;0.0906;0.1068;6296903000.0;0.0852;0.0937;0.587;0.004;0.0122;0.2817;0.0133;0.1114;0.2531;0.0213;0.1436;0.2241;0.0208;0.1493;0.1466;0.0274;0.1184;0.1486;0.0288;0.1155;1.0142;0.0017;0.0032;;;;;;;-1944582000.0;-1.0963;0.0315;0.1729;;;;;;;;;
['IT'];['Gartner, Inc.'];United States;Information Technology Services;Technology;;;5.275;25.261;0.0;0.0;1720735000.0;0.0992;0.0555;0.0;1518420000.0;0.1186;0.0521;0.0;1253715000.0;0.177;0.175;0.0;1157260000.0;0.0822;0.0872;0.0;4244389000.0;0.0894;0.0425;6267411000.0;0.0988;0.0416;0.6772;-0.0086;0.0075;0.2746;0.0034;0.0855;0.2423;0.0211;0.0827;0.2;0.0772;0.1927;0.1469;0.1188;0.1316;0.2225;0.0583;0.1057;1.5147;-0.052;0.0301;;;;;;;966859000.0;0.5619;-0.3077;0.1989;;;;;;;;;
['GEN'];['Gen Digital Inc.'];United States;Software - Infrastructure;Technology;0.5;2.0;5.92;10.454;0.0;0.0;1613000000.0;0.1154;0.0497;0.0;1128000000.0;0.0391;0.0873;0.0;616000000.0;0.1931;0.5225;0.0;1179000000.0;0.0469;0.1471;0.0;3081000000.0;0.121;0.0246;3812000000.0;0.1439;0.04;0.8082;-0.0197;0.0127;0.4231;-0.0245;0.0423;0.2959;-0.0891;0.0991;0.1616;0.0427;0.4546;0.0391;-0.1509;0.3896;0.0866;-0.1645;0.3676;2.2161;-0.0153;0.1335;1.2089;-0.0081;0.2434;0.0203;0.3398;1.2695;7809000000.0;4.8413;0.8093;1.5382;1.8331;0.0177;0.1022;7.76;0.4226;0.7688;;;
['GD'];['General Dynamics Corporation'];United States;Aerospace & Defense;Industrials;6.0;2.21;1.688;14.062;0.0;0.0;5819000000.0;0.0398;0.0511;0.0;4933000000.0;0.0481;0.057;0.0;3782000000.0;0.0532;0.0671;0.0;4796000000.0;0.0498;0.0566;0.0;7364000000.0;0.0482;0.0406;47716000000.0;0.0753;0.0427;0.1543;-0.0248;0.0283;0.122;-0.0326;0.0337;0.1034;-0.0253;0.0364;0.0793;-0.0205;0.048;0.0677;0.0169;0.081;0.0837;-0.0135;0.0911;1.2362;-0.0306;0.012;0.1938;-0.145;0.0484;0.1714;0.6526;1.1109;8979000000.0;1.543;-0.1149;0.0266;6.3775;0.1367;0.052;16.2357;0.3216;1.0446;9.7617;0.2191;0.941
['GIS'];['General Mills, Inc.'];United States;Packaged Foods;Consumer Defensive;2.4;4.26;2.28;10.651;0.0;0.0;4079000000.0;0.017;0.039;0.0;3526300000.0;0.025;0.0488;0.0;2496600000.0;0.0259;0.0928;0.0;3673100000.0;0.036;0.121;0.0;6932100000.0;0.0248;0.027;19857200000.0;0.0313;0.0308;0.3491;-0.0048;0.0545;0.2054;-0.0133;0.0425;0.1776;-0.0055;0.0477;0.1257;-0.0055;0.0821;0.0793;0.0311;0.109;0.1375;0.0376;0.08;1.7334;0.0093;0.0442;0.7122;0.0269;0.1134;0.1257;-0.1682;0.1065;12897100000.0;3.1618;0.0255;0.0812;2.4338;-0.0101;0.0636;2.8175;0.135;0.2255;1.65;0.0728;0.183
['GPC'];['Genuine Parts Company'];United States;Auto Parts;Consumer Cyclical;4.12;3.52;0.931;11.534;0.0;0.0;1680773000.0;0.0482;0.2074;0.0;1272795000.0;0.0353;0.2488;0.0;904076000.0;0.0386;0.2622;0.0;1442736000.0;0.0987;0.2299;0.0;8523615000.0;0.0886;0.0579;23486569000.0;0.0777;0.0669;0.3629;0.0107;0.0116;0.0716;-0.034;0.1433;0.0542;-0.0479;0.185;0.0385;-0.0451;0.1991;0.0469;-0.0642;0.2153;0.0668;-0.0324;0.2222;1.4241;0.0344;0.0055;;;;;;;5262745000.0;3.1311;0.2942;0.3497;;;;;;;;;
['GPN'];['Global Payments Inc.'];United States;Specialty Business Services;Industrials;1.0;1.39;3.287;7.546;0.0;0.0;4365104000.0;0.1717;0.3207;0.0;2502773000.0;0.5243;0.9161;0.0;1570365000.0;2.5178;3.8153;0.0;2060471000.0;0.1502;0.0569;0.0;6345778000.0;0.1018;0.029;10105894000.0;0.0585;0.0124;0.6279;0.0407;0.0154;0.4319;0.1047;0.2931;0.2477;0.4318;0.8457;0.1554;2.2906;3.5482;0.0335;2.2118;3.3095;0.0522;2.3039;3.4054;1.5591;0.0458;0.0223;0.5567;0.1593;0.0947;0.0943;0.525;0.9608;14276965000.0;3.2707;0.0586;0.3819;2.8005;-0.0936;0.0524;3.8228;-0.1061;0.4737;;;
['GDDY'];['GoDaddy Inc.'];United States;Software - Infrastructure;Technology;;;6.152;26.335;0.0;0.0;1059000000.0;0.2299;0.1331;0.0;923700000.0;0.3562;0.1753;0.0;936900000.0;1.0129;1.3735;0.0;932900000.0;0.3499;0.0904;0.0;2921200000.0;0.0616;0.0254;4573200000.0;0.0623;0.016;0.6388;-0.0008;0.0106;0.2316;0.1565;0.1113;0.202;0.2748;0.1495;0.2049;0.9146;1.3335;0.1138;0.9229;1.2424;0.2158;0.8061;1.0885;1.8973;-0.047;0.0718;0.8743;-0.0803;0.1321;0.0042;-0.1177;0.0841;2805700000.0;2.6494;-0.1579;0.1904;2.1701;0.0455;0.0657;122.7547;0.2218;0.393;;;
