ticker;country;industry;sector;EV/revenue;EV/ebitda;gross_margin;gross_margin_mean;gross_margin_std;ebitda_margin;ebitda_margin_mean;ebitda_margin_std;ebit_margin;ebit_margin_mean;ebit_margin_std;net_margin;net_margin_mean;net_margin_std;roa;roa_mean;roa_std;roe;roe_mean;roe_std;general_liquidity;general_liquidity_mean;general_liquidity_std;current_liquidity;current_liquidity_mean;current_liquidity_std;dry_liquidity;dry_liquidity_mean;dry_liquidity_std;participation_of_third_party_capital;participation_of_third_party_capital_mean;participation_of_third_party_capital_std;net_debt_ebitda;net_debt_ebitda_mean;net_debt_ebitda_std;dividend_yield;dividend_rate;Grade
ABT;United States;Medical Devices;Healthcare;0.0;-2.0;1.0;-1.0;0.1964115375880082;2.0;2.0;0.17599329421626153;1.0;1.0;0.18668043829710795;2.0;2.0;0.1960250703053079;1.0;1.0;0.1938731910920724;2.0;2.0;0.1945045602491159;2.0;-2.0;0.19254008438818565;1.0;-1.0;0.19879272854408558;1.0;-1.0;0.19886160741140452;1.0;1.0;0.19808384398404827;2.0;2.0;0.1989833166590055;1.0;1.0;24.130749672734606
NXPI;Netherlands;Semiconductors;Technology;0.0;0.0;1.0;1.0;0.1791960027254145;2.0;2.0;0.16040234702430847;1.0;1.0;0.017046883420154507;2.0;2.0;-0.12171708891887459;1.0;1.0;-0.14516626850097478;2.0;2.0;-0.19999999999999993;;;;;;;;;;;;;2.0;2.0;0.19962046443943535;1.0;1.0;24.08938234018946
ULTA;United States;Specialty Retail;Consumer Cyclical;1.0;0.0;1.0;1.0;0.1512605042016807;2.0;2.0;0.08663872590108969;1.0;1.0;0.13539608406682235;2.0;2.0;0.1644904599165164;1.0;1.0;0.14897108493286104;2.0;2.0;0.15157936040808323;;;;;;;;;;;;;2.0;2.0;0.1995935888643349;;;24.037929808291388
NWSA;United States;Entertainment;Communication Services;1.0;0.0;;;;2.0;2.0;0.13079631181894386;1.0;1.0;0.15647566014011138;2.0;2.0;0.18251384037227136;1.0;1.0;0.18388444957025565;2.0;2.0;0.18492828863635222;;;;;;;;;;;;;2.0;2.0;0.19903739556012223;1.0;1.0;24.037635946098057
GM;United States;Auto Manufacturers;Consumer Cyclical;1.0;2.0;1.0;1.0;0.11878264819441291;2.0;-2.0;0.14893545683151718;1.0;-1.0;0.17336087659421592;2.0;2.0;0.19234523374150347;1.0;1.0;0.1945607820523382;2.0;2.0;0.19548251107992135;2.0;-2.0;0.1908860759493671;1.0;-1.0;0.2;1.0;0.0;0.19998698878049673;1.0;1.0;0.19526310670168273;0.0;2.0;0.19957457931121508;1.0;1.0;24.00917825923667
NEE;United States;Utilities - Regulated Electric;Utilities;-1.0;-2.0;1.0;1.0;0.1087894617306382;2.0;2.0;0.13297569153394803;1.0;1.0;0.16377761810670022;2.0;2.0;0.19577789828114558;1.0;1.0;0.19490567592058655;2.0;2.0;0.1955187314810623;2.0;-2.0;0.19571308016877637;1.0;-1.0;0.19899875669591496;1.0;0.0;0.19889778929577664;1.0;1.0;0.19771423013325554;0.0;2.0;0.19920684278362133;1.0;1.0;23.982275776131424
CVS;United States;Healthcare Plans;Healthcare;1.0;2.0;1.0;-1.0;0.1865546218487395;2.0;-2.0;0.10611902766135792;1.0;1.0;0.1651338243218969;2.0;2.0;0.18711426661790487;1.0;1.0;0.18931707718922483;2.0;2.0;0.18987841012561438;2.0;-2.0;0.16877637130801687;1.0;-1.0;0.1986300465748489;1.0;0.0;0.19861189893847164;1.0;1.0;0.1891742048438868;0.0;2.0;0.1994018545785574;1.0;1.0;23.97871160400852
PH;United States;Specialty Industrial Machinery;Industrials;0.0;-2.0;1.0;1.0;0.19014308426073134;2.0;2.0;0.10642078792958927;1.0;1.0;0.17212142985449974;2.0;2.0;0.19252430735084558;1.0;1.0;0.19202350550567043;2.0;2.0;0.19476212754611816;2.0;-2.0;0.13924050632911392;1.0;-1.0;0.19924046071819096;1.0;-1.0;0.19916942078239314;1.0;1.0;0.16288298803618328;0.0;2.0;0.19738421994052963;1.0;1.0;23.945912838253868
ABBV;United States;Drug Manufacturers - General;Healthcare;-1.0;0.0;1.0;-1.0;0.17179196002725416;2.0;2.0;0.08402347024308465;1.0;1.0;0.14133285432010062;2.0;2.0;0.18330579971499555;1.0;1.0;0.18054534969931627;2.0;2.0;0.1841656479678846;2.0;-2.0;0.18538396624472575;1.0;-1.0;0.1980958004149104;1.0;0.0;0.1981205026073682;1.0;1.0;0.19329831728431088;0.0;2.0;0.1989793836480152;1.0;1.0;23.91904305217197
WMB;United States;Oil & Gas Midstream;Energy;-1.0;-2.0;1.0;1.0;0.11351351351351352;2.0;2.0;0.16207879295892708;1.0;1.0;0.1802047781569966;2.0;2.0;0.1548608396282331;1.0;1.0;0.14566933025784662;2.0;2.0;0.15136807473476105;2.0;-2.0;0.18558649789029535;1.0;-1.0;0.19904923805259694;1.0;0.0;0.1990282579625767;1.0;1.0;0.19155724151347148;0.0;2.0;0.19959489986799833;1.0;1.0;23.882511464537217
DOW;United States;Chemicals;Basic Materials;1.0;2.0;1.0;-1.0;0.04937542584601409;2.0;-2.0;0.0758088851634535;1.0;1.0;0.12913597988144424;2.0;2.0;0.1618421882290629;1.0;1.0;0.15237828486695776;2.0;2.0;0.15999255469532106;2.0;-2.0;0.15449789029535865;1.0;-1.0;0.19791581564850708;1.0;0.0;0.19789752951697628;1.0;1.0;0.18501118568232663;0.0;2.0;0.19726786836539967;1.0;1.0;23.661123608190824
GWW;United States;Industrial Distribution;Industrials;0.0;-2.0;1.0;1.0;0.19155121508062686;2.0;2.0;0.16764459346186086;1.0;1.0;0.19008442608227052;2.0;2.0;0.1972256201369535;1.0;1.0;0.19725402971139855;2.0;2.0;0.19705206179602885;;;;;;;;;;;;;2.0;2.0;0.1997636915896657;1.0;1.0;23.340575637858805
NTAP;United States;Computer Hardware;Technology;0.0;-2.0;1.0;1.0;0.18564615035203272;2.0;2.0;0.1754233025984912;1.0;1.0;0.19245554158433628;2.0;2.0;0.19408804872819907;1.0;1.0;0.1945388142900294;2.0;2.0;0.19522091929390342;;;;;;;;;;;;;2.0;2.0;0.1972095287023768;1.0;1.0;23.33458230554937
LII;United States;Building Products & Equipment;Industrials;0.0;-2.0;1.0;1.0;0.16520554167612994;2.0;2.0;0.18085498742665548;1.0;1.0;0.19541045446380456;2.0;2.0;0.19796713620944048;1.0;1.0;0.19742757503363814;2.0;2.0;0.19383448282800847;;;;;;;;;;;;;2.0;2.0;0.19942709139907855;1.0;1.0;23.33012726903676
ROST;United States;Apparel Retail;Consumer Cyclical;1.0;-2.0;1.0;1.0;0.13436293436293437;2.0;2.0;-0.14420787929589274;1.0;1.0;-0.09330878390515537;2.0;2.0;0.05275609417758553;1.0;1.0;0.01565532580937476;2.0;2.0;0.042837667204942115;;;;;;;;;;;;;2.0;2.0;0.19773917418240486;1.0;1.0;23.205834532536194
WM;United States;Waste Management;Industrials;0.0;-2.0;1.0;-1.0;0.19418578242107656;2.0;2.0;0.19701592623637887;1.0;1.0;0.1968564756601401;2.0;2.0;0.19866577550222583;1.0;1.0;0.19806024658813193;2.0;2.0;0.19855923293239364;2.0;-2.0;0.19216877637130803;1.0;-1.0;0.19912611955340948;1.0;0.0;0.19909937408013575;1.0;1.0;0.1955062737087832;0.0;2.0;0.1997620528350864;1.0;1.0;23.169006035889073
MTD;United States;Diagnostics & Research;Healthcare;-1.0;-2.0;1.0;1.0;0.1996366114013173;2.0;2.0;0.1886672254819782;1.0;1.0;0.19682953116579846;2.0;2.0;0.19844382511318212;1.0;1.0;0.19880275695416977;2.0;2.0;0.19846063295150995;2.0;-2.0;0.1918987341772152;1.0;-1.0;0.1996589386785301;1.0;-1.0;0.19961732755789657;1.0;1.0;0.19243264273903318;2.0;2.0;0.19990069147249476;;;23.164348917693125
AEE;United States;Utilities - Regulated Electric;Utilities;-1.0;0.0;1.0;-1.0;0.1619350442879855;2.0;2.0;0.16888516345347862;1.0;1.0;0.1912699838333034;2.0;2.0;0.19727354124367885;1.0;1.0;0.19999340967130738;2.0;2.0;0.19979877554921702;2.0;-2.0;0.19584810126582278;1.0;-1.0;0.19974955538946457;1.0;-1.0;0.19967293715358184;1.0;1.0;0.19789903705865192;0.0;2.0;0.1998436628131353;1.0;1.0;23.112169211719625
FE;United States;Utilities - Regulated Electric;Utilities;0.0;0.0;1.0;-1.0;0.18292073586191235;2.0;2.0;0.14068734283319362;1.0;1.0;0.18688701275372732;2.0;2.0;0.175633378311916;1.0;1.0;0.17980064255704756;2.0;2.0;0.17925778361328687;2.0;-2.0;0.17340084388185653;1.0;-1.0;0.19832412598576893;1.0;0.0;0.1984951544347093;1.0;1.0;0.18498200564147457;-2.0;2.0;0.19951918940643493;1.0;1.0;22.999908215281327
EQIX;United States;REIT - Specialty;Real Estate;-1.0;-2.0;1.0;-1.0;0.1942312059959119;2.0;2.0;0.19731768650461023;1.0;1.0;0.1917639662295671;2.0;2.0;0.1992610060910249;1.0;1.0;0.2;2.0;2.0;0.19928967768873598;2.0;-2.0;0.1921012658227848;1.0;1.0;0.1942813363467552;;;;1.0;1.0;0.1950880264565704;0.0;2.0;0.19991085175088638;1.0;1.0;22.96324502288685
UNH;United States;Healthcare Plans;Healthcare;1.0;0.0;1.0;-1.0;0.1824210765387236;2.0;-2.0;0.18960603520536462;1.0;1.0;0.1976019400035926;2.0;2.0;0.19943755753685513;1.0;1.0;0.19980448691545158;2.0;2.0;0.19980883677175615;2.0;-2.0;0.18562025316455696;1.0;-1.0;0.1995526245845991;;;;1.0;1.0;0.1943390720747009;2.0;2.0;0.19956999079839305;1.0;1.0;22.947761873593997
BRO;United States;Insurance Brokers;Financial Services;-1.0;-2.0;1.0;1.0;0.18578242107653875;2.0;2.0;0.19248952221290863;1.0;1.0;0.1981049038979702;2.0;2.0;0.1987767506967477;1.0;1.0;0.19636872889035342;2.0;2.0;0.19782476368703564;2.0;-2.0;0.13940928270042194;1.0;-1.0;0.19880557185744638;;;;1.0;1.0;0.17102421943390722;0.0;2.0;0.19838648224122632;1.0;1.0;22.876972646694554
PLD;United States;REIT - Industrial;Real Estate;-1.0;-2.0;1.0;1.0;0.1987281399046105;2.0;2.0;0.1277116512992456;1.0;1.0;0.16674151248428237;2.0;2.0;0.18723785262998602;1.0;1.0;0.1888645412856633;2.0;2.0;0.18982810401291864;2.0;-2.0;0.16752742616033756;1.0;-1.0;0.19891741571129662;;;;1.0;1.0;0.18629510747981715;0.0;2.0;0.19934646467377723;1.0;1.0;22.811198215641934
CNC;United States;Healthcare Plans;Healthcare;1.0;2.0;1.0;-1.0;0.1624347036111742;2.0;-2.0;0.11912824811399832;1.0;1.0;0.16664271600502964;2.0;2.0;0.18342434140005298;1.0;1.0;0.18695114918856579;2.0;2.0;0.18958462242747118;2.0;-2.0;0.18636286919831224;1.0;-1.0;0.19773172815700238;;;;1.0;1.0;0.1920727555685245;2.0;2.0;0.19750745428489258;;;22.781840587955024
AON;Ireland;Insurance Brokers;Financial Services;-1.0;-2.0;1.0;1.0;0.1794231205995912;2.0;2.0;0.09988264878457669;1.0;1.0;0.17019938925812828;2.0;2.0;0.1845668814709258;1.0;1.0;0.18731801081912294;2.0;2.0;0.18781183501607282;2.0;-2.0;0.17610126582278482;1.0;-1.0;0.199383520958682;;;;1.0;1.0;0.1880070032098045;0.0;2.0;0.19894234779452313;1.0;1.0;22.771636023734214
DTE;United States;Utilities - Regulated Electric;Utilities;0.0;0.0;1.0;1.0;-0.005723370429252778;2.0;2.0;0.032958927074601824;1.0;1.0;0.14868870127537273;2.0;2.0;0.18477369887889833;1.0;1.0;0.1958349122662493;2.0;2.0;0.1963135680616552;2.0;-2.0;0.18977215189873417;1.0;-1.0;0.19865020344165124;0.0;-1.0;0.19853187102673225;1.0;1.0;0.19416399182958857;-2.0;2.0;0.19971125144312826;1.0;1.0;22.733675906767356
IBM;United States;Information Technology Services;Technology;0.0;-2.0;1.0;-1.0;0.19155121508062686;2.0;2.0;0.00020117351215420687;1.0;1.0;0.05485899047961201;2.0;2.0;0.15369812224926543;1.0;1.0;0.16260208144547877;2.0;2.0;0.16443559056861;2.0;-2.0;0.19470042194092826;1.0;-1.0;0.19957741931455952;1.0;0.0;0.1995503108656605;1.0;1.0;0.19721816943877057;0.0;2.0;0.19841270231449504;1.0;1.0;22.71680619721016
IT;United States;Information Technology Services;Technology;-1.0;-2.0;1.0;1.0;0.19073359073359075;2.0;2.0;0.08110645431684828;1.0;1.0;0.15171546613975212;2.0;2.0;0.18061969557486415;1.0;1.0;0.1805058077271604;2.0;2.0;0.17925778361328687;2.0;-2.0;0.16469198312236288;1.0;-1.0;0.19755174339059908;;;;1.0;1.0;0.18138313393638753;2.0;2.0;0.1994913305785869;;;22.70705698913344
TJX;United States;Apparel Retail;Consumer Cyclical;1.0;-2.0;1.0;1.0;0.15730183965478084;2.0;2.0;-0.11691533948030175;1.0;1.0;-0.19999999999999998;2.0;2.0;-0.07386660277185772;1.0;1.0;-0.19999999999999998;2.0;2.0;-0.11998510939064197;;;;;;;;;;;;;2.0;2.0;0.19887352010219275;1.0;1.0;22.645408308114174
ZTS;United States;Drug Manufacturers - Specialty & Generic;Healthcare;-1.0;-2.0;1.0;1.0;0.19582103111514879;2.0;2.0;0.19768650461022633;1.0;1.0;0.2;2.0;2.0;0.19929127205316724;1.0;1.0;0.19789109481835407;2.0;2.0;0.19946876744993286;;;;;;;;;;;;;2.0;2.0;0.19923044084956318;1.0;1.0;22.389389110896396
CTAS;United States;Specialty Business Services;Industrials;-1.0;-2.0;1.0;1.0;0.1934135816488758;2.0;2.0;0.1937636211232188;1.0;1.0;0.19941620262259746;2.0;2.0;0.19898861243174398;1.0;1.0;0.1994771672570503;2.0;2.0;0.1983761186821811;;;;;;;;;;;;;2.0;2.0;0.19945691673242172;1.0;1.0;22.38289222049809
IEX;United States;Specialty Industrial Machinery;Industrials;-1.0;-2.0;1.0;1.0;0.19513967749261868;2.0;2.0;0.1909471919530595;1.0;1.0;0.19691036464882344;2.0;2.0;0.19839590400645676;1.0;1.0;0.1983436307219156;2.0;2.0;0.19775232288475375;;;;;;;;;;;;;2.0;2.0;0.1971652823287358;1.0;1.0;22.374654374036364
ROL;United States;Personal Services;Consumer Cyclical;-1.0;-2.0;1.0;1.0;0.1960481489893255;2.0;2.0;0.1733780385582565;1.0;1.0;0.1922489671277169;2.0;2.0;0.19730128504230932;1.0;1.0;0.19768679462888214;2.0;2.0;0.19789921673382535;;;;;;;;;;;;;2.0;2.0;0.19733407405040318;1.0;1.0;22.35189652513072
EA;United States;Electronic Gaming & Multimedia;Communication Services;-1.0;-2.0;1.0;1.0;0.19464001816942994;2.0;2.0;0.19108130762782902;1.0;1.0;0.1885665529010239;2.0;2.0;0.19145238785830487;1.0;1.0;0.19373479418952688;2.0;2.0;0.19424699295211365;;;;;;;;;;;;;2.0;2.0;0.1976254446146018;1.0;1.0;22.35134749831283
TPL;United States;Oil & Gas E&P;Energy;-1.0;-2.0;1.0;1.0;0.18682716329775154;2.0;2.0;0.17585917854149205;1.0;1.0;0.19334470989761093;2.0;2.0;0.19840851482401606;1.0;1.0;0.19345580360820497;2.0;2.0;0.1940035113666662;;;;;;;;;;;;;2.0;2.0;0.1987820775966681;1.0;1.0;22.34068095913241
ODFL;United States;Trucking;Industrials;-1.0;-2.0;1.0;1.0;0.1774699068816716;2.0;2.0;0.1872590108968986;1.0;1.0;0.1926800790371834;2.0;2.0;0.19773761932986117;1.0;1.0;0.19431034956201776;2.0;2.0;0.19476816427964164;;;;;;;;;;;;;2.0;2.0;0.19394906259141179;1.0;1.0;22.338174192578688
CME;United States;Financial Data & Stock Exchanges;Financial Services;-1.0;-2.0;1.0;1.0;0.1933227344992051;2.0;2.0;0.16419111483654653;1.0;1.0;0.18928507275013473;2.0;2.0;0.19636808454292093;1.0;1.0;0.19282752560617294;2.0;2.0;0.19338172781374668;;;;;;;;;;;;;2.0;2.0;0.1988420560142703;1.0;1.0;22.328218316062998
MLM;United States;Building Materials;Basic Materials;-1.0;-2.0;1.0;1.0;0.12436974789915968;2.0;2.0;0.17019279128248113;1.0;1.0;0.1884318304293156;2.0;2.0;0.19613352333631792;1.0;1.0;0.19443776258340886;2.0;2.0;0.19665162513897066;;;;;;;;;;;;;2.0;2.0;0.19827996319357216;1.0;1.0;22.268497243863223
META;United States;Internet Content & Information;Communication Services;-1.0;-2.0;1.0;1.0;0.18973427208721327;2.0;2.0;0.10990779547359598;1.0;1.0;0.17138494700916113;2.0;2.0;0.19115477256390534;1.0;1.0;0.19189609248427933;2.0;2.0;0.19267744223600614;;;;;;;;;;;;;2.0;2.0;0.1900737357622954;1.0;1.0;22.236829057616454
MCHP;United States;Semiconductors;Technology;-1.0;-2.0;1.0;1.0;0.18510106745400864;2.0;2.0;0.15537300922045263;1.0;1.0;0.16002335189509612;2.0;2.0;0.17853891067757924;1.0;1.0;0.17381442732789631;2.0;2.0;0.17970248964951735;;;;;;;;;;;;;2.0;2.0;0.1991940604979028;1.0;1.0;22.23174731672245
BKNG;United States;Travel Services;Consumer Cyclical;-1.0;-2.0;;;;2.0;2.0;0.15081307627829002;1.0;1.0;0.18652775282917192;2.0;2.0;0.07129904031678377;1.0;1.0;0.031151385342010618;2.0;2.0;0.07698746874732752;2.0;-2.0;0.15216877637130802;1.0;-1.0;0.19639067218691303;;;;1.0;1.0;0.16993483124209707;2.0;2.0;0.19624495775700385;1.0;1.0;22.231517961070907
HSY;United States;Confectioners;Consumer Defensive;0.0;0.0;1.0;-1.0;0.18623665682489213;2.0;2.0;0.18259849119865884;1.0;1.0;0.1950242500449075;2.0;2.0;0.19890033670882887;1.0;1.0;0.19983304500645305;2.0;-2.0;0.2;2.0;-2.0;0.1899746835443038;1.0;-1.0;0.19920763891738005;1.0;-1.0;0.19916514312118658;1.0;1.0;0.19527283338196674;2.0;2.0;0.1995152563954446;1.0;1.0;22.14572833514402
NWS;United States;Entertainment;Communication Services;1.0;-2.0;;;;2.0;2.0;0.13079631181894386;1.0;1.0;0.15647566014011138;2.0;2.0;0.18251384037227136;1.0;1.0;0.18388444957025565;2.0;2.0;0.18492828863635222;;;;;;;;;;;;;2.0;2.0;0.19903739556012223;1.0;1.0;22.037635946098057
CMS;United States;Utilities - Regulated Electric;Utilities;0.0;0.0;1.0;-1.0;0.13504428798546447;2.0;2.0;0.1443084660519698;1.0;1.0;0.1842015448176756;2.0;2.0;0.18910173146525092;1.0;1.0;0.18854600873218552;2.0;2.0;0.18923046739409308;2.0;-2.0;0.19756962025316455;1.0;-1.0;0.1991530548355967;1.0;-1.0;0.19912432710384068;1.0;1.0;0.19847291119540902;-2.0;2.0;0.19975549781676924;1.0;1.0;22.02450791765142
CBOE;United States;Financial Data & Stock Exchanges;Financial Services;-1.0;-2.0;1.0;1.0;0.1626618214853509;2.0;2.0;0.004593461860854964;1.0;1.0;0.13280043111190948;2.0;2.0;0.1677011740671148;1.0;1.0;0.17602658099239368;2.0;2.0;0.18009487732854423;;;;;;;;;;;;;2.0;2.0;0.1978692912960009;1.0;1.0;22.02174763814217
AWK;United States;Utilities - Regulated Water;Utilities;-1.0;-2.0;1.0;1.0;0.18223938223938224;2.0;2.0;0.1278457669740151;1.0;1.0;0.17310939464702713;2.0;2.0;0.18915217473548812;1.0;1.0;0.19048136859159184;2.0;2.0;0.19195102196867944;2.0;-2.0;0.18038818565400844;1.0;-1.0;0.19844221311694732;1.0;0.0;0.1984149482870863;1.0;1.0;0.1903414064779691;-2.0;2.0;0.1990088812304425;1.0;1.0;22.02137474392264
DUK;United States;Utilities - Regulated Electric;Utilities;-1.0;0.0;1.0;-1.0;0.17856007267771976;2.0;2.0;0.14179379715004192;1.0;1.0;0.16116400215555957;2.0;2.0;0.17716937589063902;1.0;1.0;0.18073427245517204;2.0;2.0;0.1821835871276719;2.0;-2.0;0.19145991561181436;1.0;-1.0;0.19994077805505858;1.0;0.0;0.19977631396607368;1.0;1.0;0.19518529325941059;-2.0;2.0;0.1996168591793609;1.0;1.0;22.00758426752852
SO;United States;Utilities - Regulated Electric;Utilities;-1.0;0.0;1.0;-1.0;0.12009993186463776;2.0;2.0;0.1278457669740151;1.0;1.0;0.1809322795042213;2.0;2.0;0.19327338991386814;1.0;1.0;0.19444874646456328;2.0;2.0;0.19502170708762825;2.0;-2.0;0.19574683544303798;1.0;-1.0;0.19945166187123511;1.0;0.0;0.19948810654228177;1.0;1.0;0.1975488765684272;-2.0;2.0;0.19957720131854195;1.0;1.0;22.003434503552455
IQV;United States;Diagnostics & Research;Healthcare;0.0;-2.0;1.0;1.0;0.18996138996138998;2.0;2.0;0.18950544844928752;1.0;1.0;0.18353691395724808;2.0;2.0;0.1799336670996381;1.0;1.0;0.17653403630172723;2.0;2.0;0.1799137753228395;2.0;-2.0;0.19156118143459916;1.0;-1.0;0.1991084599975384;;;;1.0;1.0;0.1950393930551503;0.0;2.0;0.19964012949438686;;;21.884734395073803
NVDA;United States;Semiconductors;Technology;-1.0;-2.0;1.0;1.0;0.12636838519191462;2.0;2.0;-0.09223805532271584;1.0;1.0;0.09005748158792887;2.0;2.0;0.17325497812023155;1.0;1.0;0.16499876431337016;2.0;2.0;0.1738589315987786;;;;;;;;;;;;;2.0;2.0;0.19786863579416916;1.0;1.0;21.834169121283676
LULU;Canada;Apparel Retail;Consumer Cyclical;0.0;-2.0;1.0;1.0;0.18314785373608905;2.0;2.0;0.18343671416596816;1.0;1.0;0.1947098976109215;2.0;2.0;0.19120773799765442;1.0;1.0;0.19355465853859463;2.0;2.0;0.19423693172957449;;;;;;;;;;;;;2.0;2.0;0.1886781723625679;;;21.32897196614137
DOV;United States;Specialty Industrial Machinery;Industrials;0.0;-2.0;1.0;-1.0;0.18900749488984786;2.0;2.0;0.15279128248114;1.0;1.0;0.18332135800251484;2.0;2.0;0.19455464897789326;1.0;1.0;0.1948683307246616;2.0;2.0;0.19618880890216972;;;;;;;;;;;;;2.0;2.0;0.19927698147961515;1.0;1.0;21.310008905457842
PNR;United Kingdom;Specialty Industrial Machinery;Industrials;0.0;-2.0;1.0;1.0;0.16829434476493302;2.0;2.0;0.16308466051969825;1.0;1.0;0.18829710795760735;2.0;2.0;0.1943553980604563;1.0;1.0;0.193196584012961;2.0;2.0;0.19580447020117417;;;;;;;;;;;;;0.0;2.0;0.19718298087819222;1.0;1.0;21.300215546395023
XYL;United States;Specialty Industrial Machinery;Industrials;0.0;-2.0;1.0;-1.0;0.1944583238700886;2.0;2.0;0.13646269907795472;1.0;1.0;0.17357643254894917;2.0;2.0;0.1917373923351451;1.0;1.0;0.19067688167614028;2.0;2.0;0.19207376888365707;;;;;;;;;;;;;2.0;2.0;0.19957162955297233;1.0;1.0;21.27855712794491
AME;United States;Specialty Industrial Machinery;Industrials;-1.0;-2.0;1.0;1.0;0.1960481489893255;2.0;-2.0;0.18259849119865884;1.0;1.0;0.19549128794682955;2.0;2.0;0.1985094013644905;1.0;1.0;0.1985303567015405;2.0;2.0;0.19926754299914984;2.0;-2.0;0.1639831223628692;1.0;-1.0;0.19890082643153892;1.0;-1.0;0.19896712305449962;1.0;1.0;0.186227020717829;2.0;2.0;0.1987558575233994;1.0;1.0;21.117279179290133
MTCH;United States;Internet Content & Information;Communication Services;0.0;0.0;1.0;-1.0;0.19046104928457872;2.0;2.0;0.028197820620285002;1.0;1.0;0.15282917190587392;2.0;2.0;0.19488757456145883;1.0;1.0;0.19404014608561937;2.0;2.0;0.15504444545056673;;;;;;;;;;;;;0.0;2.0;0.1980761021239079;1.0;1.0;21.113536310032288
EVRG;United States;Utilities - Regulated Electric;Utilities;0.0;0.0;1.0;1.0;0.16711333181921417;2.0;2.0;0.16341994970662196;1.0;1.0;0.1896084066822346;2.0;2.0;0.19553577058400698;1.0;1.0;0.1952505697888349;2.0;2.0;0.19562739268448512;2.0;-2.0;0.1991898734177215;-1.0;-1.0;0.19979736105586307;0.0;-1.0;0.19982158588050977;1.0;1.0;0.19941639918295886;-2.0;2.0;0.1997548423149375;1.0;1.0;21.104535483117388
ROP;United States;Software - Application;Technology;-1.0;-2.0;1.0;-1.0;0.1988189870542812;2.0;2.0;0.18739312657166807;1.0;1.0;0.19553619543739897;2.0;2.0;0.16457116914889594;1.0;1.0;0.17099816019990666;2.0;2.0;0.17677869837964014;2.0;-2.0;0.16563713080168777;1.0;-1.0;0.19991598332509816;1.0;-1.0;0.19992656681595408;1.0;1.0;0.191323801186655;0.0;2.0;0.19978401214644895;1.0;1.0;21.050683831067634
AVGO;United States;Semiconductors;Technology;1.0;2.0;1.0;1.0;0.16852146263910972;2.0;-2.0;0.1629170159262364;1.0;1.0;0.17195078139033593;2.0;-2.0;0.18800711250110347;1.0;1.0;0.18584617074443255;2.0;2.0;0.1863026516352002;2.0;-2.0;0.14828691983122363;1.0;-1.0;0.19942811579674033;1.0;-1.0;0.19940380096933585;1.0;1.0;0.18039101254741757;0.0;2.0;0.1981590231056202;1.0;1.0;20.98921406708676
POOL;United States;Industrial Distribution;Industrials;1.0;-2.0;1.0;1.0;0.1812400635930048;2.0;2.0;0.13575859178541494;1.0;1.0;0.18182144781749596;2.0;2.0;0.19442097431176467;1.0;-1.0;0.19731993299832498;2.0;-2.0;0.19597551098433974;2.0;-2.0;0.11659071729957805;1.0;-1.0;0.1992115632631292;1.0;-1.0;0.1994453299302162;1.0;1.0;0.15802937457445776;2.0;2.0;0.19942774690091025;1.0;1.0;20.959241253458636
CCI;United States;REIT - Specialty;Real Estate;-1.0;-2.0;1.0;1.0;0.19791051555757438;2.0;2.0;0.1846102263202012;1.0;1.0;0.19205137416921142;2.0;2.0;0.19452186085223908;1.0;1.0;0.19433012054809568;2.0;2.0;0.19446230311445145;2.0;-2.0;0.1999662447257384;1.0;-1.0;0.1986428898882097;;;;1.0;1.0;0.19899815193074605;-2.0;2.0;0.1997869619046917;1.0;1.0;20.955280649011158
FI;United States;Information Technology Services;Technology;-1.0;-2.0;1.0;1.0;0.1918237565296389;2.0;2.0;0.1830008382229673;1.0;1.0;0.19093766840308965;2.0;2.0;0.19349534030291185;1.0;1.0;0.19476947579427192;2.0;2.0;0.19559720901686767;2.0;-2.0;0.1869367088607595;1.0;-1.0;0.19911470327486655;;;;1.0;1.0;0.19553545374963527;0.0;2.0;0.19984071305489257;;;20.931051867209902
PPG;United States;Specialty Chemicals;Basic Materials;1.0;0.0;1.0;-1.0;0.1592096297978651;2.0;-2.0;0.1495389773679799;1.0;1.0;0.18305191305909826;2.0;-2.0;0.19426964450105302;1.0;1.0;0.1952395859076805;2.0;2.0;0.1959533762947536;2.0;-2.0;0.16462447257383966;1.0;1.0;0.14671559017700586;1.0;1.0;0.1514633388838958;1.0;1.0;0.18696624841941448;0.0;2.0;0.19926649345030764;1.0;1.0;20.926299270432896
UDR;United States;REIT - Residential;Real Estate;-1.0;-2.0;1.0;1.0;0.1612536906654554;2.0;2.0;0.12895222129086337;1.0;1.0;0.13490210167055866;2.0;2.0;0.15580665094518079;1.0;1.0;0.16031523738913148;2.0;2.0;0.16219395018688723;2.0;-2.0;0.19368776371308016;-1.0;-1.0;0.19846219160439743;;;;1.0;1.0;0.19598288104270015;0.0;2.0;0.19955065349435738;1.0;1.0;20.69110734200261
HWM;United States;Aerospace & Defense;Industrials;-1.0;-2.0;1.0;1.0;0.190233931410402;2.0;2.0;0.19433361274098912;1.0;1.0;0.19923657266031974;2.0;2.0;0.19430999911724278;1.0;1.0;0.1937084328747563;2.0;2.0;0.1941182093036125;;;;;;;;;;;;;0.0;2.0;0.199609648659212;1.0;1.0;20.365550406766534
